state,school,major,majorstem,majorstem2,months,jobapply,joboffer2,intern2haveacceptedtheofferfromi,internofferhaveyouacceptedanoffe,jobaccept_salary,topindustry,industry_top_versus_intern,jobaccept_ind,internaccept,education_ind,healthcare_ind,food_ind,computerelectronics_ind,othermanufacturing_ind,retailtrade_ind,finance_ind,accounting_ind,engineering_ind,mangconsult_ind,otherprofservices_ind,recreation_ind,othersupportserv_ind,govt_ind,resource1,resource2,resource3,resource4,resource5,resource6,resource7,resource8,resource9,resource10,resource11,resource12,resource13,resource14,resource15,intern,interntype,interntype2,internduty1,internduty2,internduty3,internduty4,internduty5,internduty6,interndissatisfaction1,interndissatisfaction2,interndissatisfaction3,interndissatisfaction4,interndissatisfaction5,careercentervisit,careercentervisit2,careercenterservice1,careercenterservice2,careercenterservice3,careercenterservice4,careercenterservice5,careercenterservice6,careercenterservice7,careercenterservice8,careercenterservice9,gender,age,gpa,race,parents,jobaccept_count,mthresource1,mthresource2,mthresource3,mthresource4,mthresource5,mthresource6,mthresource7,mthresource8,mthresource9,mthresource10,mthresource11,mthresource12,mthresource13,mthresource14,mthresource15,nu_mthresource1,nu_mthresource2,nu_mthresource3,nu_mthresource4,nu_mthresource5,nu_mthresource6,nu_mthresource7,nu_mthresource8,nu_mthresource9,nu_mthresource10,nu_mthresource11,nu_mthresource12,nu_mthresource13,nu_mthresource14,nu_mthresource15,joboffer,offer,sex,internship,cgpa,firstgen,Age,duration,ethnicity,schoolid,n_sch,broadcategory,_merge,maj1,intensity,informal,informal_intense,fair,fair_intense,empsite,empsite_intense,socntwk,socntwk_intense,media,media_intense,ucs,ucs_intense,cart,major_stem,major_stem2,type_internship,type_internship2,percent_internduty1,percent_internduty2,percent_internduty3,percent_internduty4,percent_internduty5,percent_internduty6,nu_interndissatisfaction1,nu_interndissatisfaction2,nu_interndissatisfaction3,nu_interndissatisfaction4,nu_interndissatisfaction5,visit_careercenter,visit2_careercenter,nu_careercenterservice1,cs_careercenterservice1,nu_careercenterservice2,cs_careercenterservice2,nu_careercenterservice3,cs_careercenterservice3,nu_careercenterservice4,cs_careercenterservice4,nu_careercenterservice5,cs_careercenterservice5,nu_careercenterservice6,cs_careercenterservice6,stem_major
Illinois,Lewis University,NA,NA,non-STEM,3,Yes,No,No,NA,NA,Healthcare,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Not at all useful,Not at all useful,Very useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,25 to 30,3.25 - 3.49,White,Yes,3092,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Not at all useful,Not at all useful,Very useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,No,3.25 - 3.49,Yes,25 to 30,3,White,Lewis University,35,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Ohio,Kent State University at Kent,NA,NA,non-STEM,12,Yes,Yes,No,NA,NA,Healthcare,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Extremely useful,Did not use,Very useful,Very useful,Very useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.75 - 3.99,White,Yes,3092,Very useful,Extremely useful,Did not use,Very useful,Very useful,Very useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,Yes,1,Female,No,3.75 - 3.99,Yes,20 to 24,12,White,Kent State University at Kent,68,NA,matched (3),,9,1,3,1,1,1,1,0,0,1,2,1,1,,,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Mississippi,University of Mississippi,NA,NA,non-STEM,5,Yes,Yes,Yes,Yes,"$35,001-$40,000",Education,Different,Food & Beverage Manufacturing,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,"Yes, internship",Paid; Federal government,Paid,20,20,20,20,20,0,NA,NA,NA,NA,NA,4+ / semester,Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Female,20 to 24,2.25 - 2.49,White,Yes,31,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",2.25 - 2.49,Yes,20 to 24,5,White,University of Mississippi,38,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,Paid; Federal government,Paid,20,20,20,20,20,0,0,0,0,0,0,4+ / semester,Yes,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,non-STEM
West Virginia,West Virginia University,NA,NA,non-STEM,4,Yes,No,Yes,No,NA,Motor Vehicle Manufacturing,Same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Did not use,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Did not use,"Yes, both","Paid: Private, for-profit company",Paid,0,10,10,80,0,0,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Somewhat helpful,Male,20 to 24,3.25 - 3.49,White,Yes,3092,Did not use,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Did not use,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,No,0,Male,"Yes, both",3.25 - 3.49,Yes,20 to 24,4,White,West Virginia University,96,NA,matched (3),,3,0,0,0,0,1,1,0,0,1,1,1,1,,,non-STEM,"Paid: Private, for-profit company",Paid,0,10,10,80,0,0,0,0,0,0,0,Once / semester,Yes,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
New York,SUNY at Fredonia,NA,NA,non-STEM,4,Yes,Yes,Yes,No,NA,Information,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Did not use,Did not use,"Yes, internship",Unpaid: Non-profit organization,Unpaid,2,6,20,35,35,2,NA,NA,NA,NA,NA,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.5 - 3.74,White,Yes,3092,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Did not use,Did not use,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Yes,1,Male,"Yes, internship",3.5 - 3.74,Yes,20 to 24,4,White,SUNY at Fredonia,23,NA,matched (3),,4,1,2,1,1,1,1,0,0,0,0,0,0,,,non-STEM,Unpaid: Non-profit organization,Unpaid,2,6,20,35,35,2,0,0,0,0,0,Never,No,,,,,,,,,,,,,non-STEM
California,California State University-San Bernardino,NA,NA,non-STEM,3,Yes,No,Yes,Yes,NA,Computer & Electronics Manufacturing,Same,NA,No,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,50,20,20,10,0,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Not very helpful,Not very helpful,Somewhat helpful,Somewhat helpful,Male,25 to 30,3.0 - 3.24,White,Yes,3092,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,"Yes, internship",3.0 - 3.24,Yes,25 to 30,3,White,California State University-San Bernardino,78,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,"Paid: Private, for-profit company",Paid,0,50,20,20,10,0,0,0,0,0,0,Once / semester,Yes,Did not use,0,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Not very helpful,1,non-STEM
Georgia,Andrew College,NA,NA,non-STEM,NA,Yes,Yes,Yes,Yes,"$35,001-$40,000",Oil & Gas Extraction,Same,Oil & Gas Extraction,No,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,"Yes, both","Unpaid: Private, for-profit company",Unpaid,95,1,1,1,1,1,NA,NA,NA,NA,NA,Once / semester,Yes,Somewhat helpful,Very helpful,Not very helpful,Not at all helpful,Did not use,Not at all helpful,Not very helpful,Not very helpful,Not very helpful,Male,Under 20,3.75 - 3.99,Native American,No,19,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Male,"Yes, both",3.75 - 3.99,No,Under 20,,Native American,Andrew College,1,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,"Unpaid: Private, for-profit company",Unpaid,95,1,1,1,1,1,0,0,0,0,0,Once / semester,Yes,Somewhat helpful,1,Very helpful,1,Not very helpful,1,Not at all helpful,1,Did not use,0,Not at all helpful,1,non-STEM
Indiana,University of Evansville,NA,NA,non-STEM,4,Yes,No,Yes,No,NA,Recreation & Hospitality (including arts and sports),Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Very useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Somewhat useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,"Yes, internship",Unpaid: Non-profit organization,Unpaid,5,50,10,20,10,5,NA,NA,NA,NA,NA,2-3 / semester,Yes,Did not use,Very helpful,Did not use,Somewhat helpful,Did not use,Very helpful,Somewhat helpful,Did not use,Did not use,Female,20 to 24,3.75 - 3.99,White,Yes,3092,Very useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Somewhat useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,4,White,University of Evansville,68,NA,matched (3),,9,1,4,1,1,1,1,1,1,1,1,1,1,,,non-STEM,Unpaid: Non-profit organization,Unpaid,5,50,10,20,10,5,0,0,0,0,0,2-3 / semester,Yes,Did not use,0,Very helpful,1,Did not use,0,Somewhat helpful,1,Did not use,0,Very helpful,1,non-STEM
Arizona,Arizona State University-Polytechnic,NA,NA,non-STEM,3,Yes,Yes,Yes,No,"$25,001-$30,000",Transportation,Same,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Somewhat useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Did not use,Did not use,Did not use,"Yes, internship",Paid: State or local government,Paid,5,80,10,5,0,0,NA,NA,NA,NA,NA,Once / semester,Yes,Somewhat helpful,Somewhat helpful,Did not use,Somewhat helpful,Did not use,Did not use,Somewhat helpful,Did not use,Somewhat helpful,Male,20 to 24,3.5 - 3.74,White,Yes,24,Somewhat useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Did not use,Did not use,Did not use,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Yes,1,Male,"Yes, internship",3.5 - 3.74,Yes,20 to 24,3,White,Arizona State University-Polytechnic,3,NA,matched (3),,12,1,3,1,2,1,1,1,1,1,2,1,1,,,non-STEM,Paid: State or local government,Paid,5,80,10,5,0,0,0,0,0,0,0,Once / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Did not use,0,Somewhat helpful,1,Did not use,0,Did not use,0,non-STEM
Kentucky,University of Kentucky,NA,NA,non-STEM,6,Yes,Yes,No,NA,"$45,001-$50,000",Healthcare,NA,Healthcare,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.25 - 3.49,White,Yes,69,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Male,No,3.25 - 3.49,Yes,20 to 24,6,White,University of Kentucky,128,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
West Virginia,West Virginia University,NA,NA,non-STEM,3,Yes,No,No,NA,NA,Healthcare,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Very useful,Very useful,Somewhat useful,Somewhat useful,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.75 - 3.99,White,Yes,3092,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Very useful,Very useful,Somewhat useful,Somewhat useful,Did not use,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,No,0,Female,No,3.75 - 3.99,Yes,20 to 24,3,White,West Virginia University,96,NA,matched (3),,6,1,4,1,1,1,1,0,0,0,0,0,0,,,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Arizona,Northern Arizona University,NA,NA,non-STEM,7,Yes,Yes,Yes,No,NA,Education,Different,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,"Yes, internship",Paid: Non-profit organization,Paid,5,30,10,20,30,5,NA,NA,NA,NA,NA,2-3 / semester,Yes,Did not use,Somewhat helpful,Did not use,Did not use,Did not use,Not very helpful,Did not use,Did not use,Did not use,Female,20 to 24,3.5 - 3.74,White,No,3092,Not at all useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.5 - 3.74,No,20 to 24,7,White,Northern Arizona University,78,NA,matched (3),,10,1,4,1,1,1,1,1,1,1,1,1,1,,,non-STEM,Paid: Non-profit organization,Paid,5,30,10,20,30,5,0,0,0,0,0,2-3 / semester,Yes,Did not use,0,Somewhat helpful,1,Did not use,0,Did not use,0,Did not use,0,Not very helpful,1,non-STEM
Missouri,Northwest Missouri State University,NA,NA,non-STEM,7,Yes,No,Yes,No,NA,Management Consulting,Different,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Extremely useful,Somewhat useful,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 / semester,Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Female,20 to 24,3.5 - 3.74,White,Yes,3092,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Extremely useful,Somewhat useful,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,No,0,Female,"Yes, internship",3.5 - 3.74,Yes,20 to 24,7,White,Northwest Missouri State University,31,NA,matched (3),,12,1,4,1,1,1,1,1,1,1,2,1,1,,,non-STEM,"Unpaid: Private, for-profit company",Unpaid,,,,,,,0,0,0,0,0,2-3 / semester,Yes,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,non-STEM
Arizona,Northern Arizona University,NA,NA,non-STEM,5,Yes,No,Yes,No,NA,Government,Same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Not at all useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,"Yes, internship",Unpaid: State or local government,Unpaid,10,10,20,40,20,0,1,NA,1,NA,NA,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,25 to 30,3.0 - 3.24,White,No,3092,Not at all useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.0 - 3.24,No,25 to 30,5,White,Northern Arizona University,78,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,Unpaid: State or local government,Unpaid,10,10,20,40,20,0,1,0,1,0,0,Never,No,,,,,,,,,,,,,non-STEM
Pennsylvania,Juniata College,NA,NA,non-STEM,6,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Did not use,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,0,40,10,10,0,40,NA,NA,NA,NA,NA,Once / year,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,2.25 - 2.49,White,No,3092,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Did not use,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,No,0,Female,"Yes, internship",2.25 - 2.49,No,20 to 24,6,White,Juniata College,14,NA,matched (3),,5,1,2,1,1,1,1,1,1,0,0,0,0,,,non-STEM,"Unpaid: Private, for-profit company",Unpaid,0,40,10,10,0,40,0,0,0,0,0,Once / year,Yes,,,,,,,,,,,,,non-STEM
New Jersey,Rutgers University-New Brunswick,NA,NA,non-STEM,12,Yes,Yes,Yes,No,"$55,001-$60,000","Finance, Insurance, & Real Estate",Different,"Finance, Insurance, & Real Estate",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,"Yes, both","Paid: Private, for-profit company",Paid,15,25,10,25,10,15,NA,NA,NA,NA,NA,4+ / semester,Yes,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Very helpful,Male,20 to 24,3.0 - 3.24,Asian-American,Yes,128,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Male,"Yes, both",3.0 - 3.24,Yes,20 to 24,12,Asian-American,Rutgers University-New Brunswick,110,NA,matched (3),,15,1,5,1,2,1,1,1,1,1,3,1,1,,,non-STEM,"Paid: Private, for-profit company",Paid,15,25,10,25,10,15,0,0,0,0,0,4+ / semester,Yes,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
Texas,Texas Christian University,NA,NA,non-STEM,8,Yes,Yes,Yes,Yes,"$65,001-$70,000","Finance, Insurance, & Real Estate",Same,"Finance, Insurance, & Real Estate",No,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Somewhat useful,Very useful,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Very useful,Extremely useful,Somewhat useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,5,10,10,50,20,5,NA,NA,NA,NA,NA,Once / year,Yes,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Male,20 to 24,3.0 - 3.24,Asian-American,No,128,Somewhat useful,Very useful,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Very useful,Extremely useful,Somewhat useful,Did not use,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,Yes,1,Male,"Yes, internship",3.0 - 3.24,No,20 to 24,8,Asian-American,Texas Christian University,145,NA,matched (3),,8,1,3,1,1,1,1,0,0,0,0,1,1,,,non-STEM,"Paid: Private, for-profit company",Paid,5,10,10,50,20,5,0,0,0,0,0,Once / year,Yes,Somewhat helpful,1,Somewhat helpful,1,Very helpful,1,Very helpful,1,Somewhat helpful,1,Somewhat helpful,1,non-STEM
Illinois,DePaul University,NA,NA,non-STEM,5,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Somewhat useful,Not at all useful,Did not use,NA,NA,NA,Not at all useful,Not at all useful,Not at all useful,Not at all useful,"Yes, internship",Paid: Non-profit organization,Paid,0,50,25,25,0,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Did not use,Did not use,Did not use,NA,Did not use,Very helpful,Did not use,Somewhat helpful,Male,25 to 30,2.75 - 2.99,NA,No,3092,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Somewhat useful,Not at all useful,Did not use,,,,Not at all useful,Not at all useful,Not at all useful,Not at all useful,1,1,1,1,0,1,1,0,,,,1,1,1,1,No,0,Male,"Yes, internship",2.75 - 2.99,No,25 to 30,5,,DePaul University,16,NA,matched (3),,10,,,,,1,1,1,1,1,2,,,,,non-STEM,Paid: Non-profit organization,Paid,0,50,25,25,0,0,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Did not use,0,Did not use,0,Did not use,0,,,Did not use,0,non-STEM
Pennsylvania,DeSales University,NA,NA,non-STEM,4,Yes,No,Yes,No,NA,Management Consulting,Different,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,25,25,20,15,10,5,NA,NA,NA,NA,NA,4+ / semester,Yes,Very helpful,Very helpful,Very helpful,Did not use,Very helpful,Somewhat helpful,Did not use,Did not use,Very helpful,Male,20 to 24,2.5 - 2.74,White,Yes,3092,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Did not use,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,No,0,Male,"Yes, internship",2.5 - 2.74,Yes,20 to 24,4,White,DeSales University,16,NA,matched (3),,11,1,3,1,1,1,1,1,1,1,2,1,1,,,non-STEM,"Paid: Private, for-profit company",Paid,25,25,20,15,10,5,0,0,0,0,0,4+ / semester,Yes,Very helpful,1,Very helpful,1,Very helpful,1,Did not use,0,Very helpful,1,Somewhat helpful,1,non-STEM
Texas,Texas State University,Physical Sciences,Physical Sciences,STEM,4,Yes,No,Yes,No,NA,Engineering Services,Different,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Very useful,Extremely useful,Very useful,Not at all useful,Did not use,Did not use,Very useful,Extremely useful,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,40,10,15,10,5,20,NA,NA,NA,NA,NA,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.75 - 3.99,White,No,3092,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Very useful,Extremely useful,Very useful,Not at all useful,Did not use,Did not use,Very useful,Extremely useful,Did not use,Did not use,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,No,0,Female,"Yes, internship",3.75 - 3.99,No,20 to 24,4,White,Texas State University,134,Physical Sciences,matched (3),Physical Sciences,10,1,3,1,2,1,1,1,1,1,1,0,0,Physical Sciences,Physical Sciences,STEM,"Paid: Private, for-profit company",Paid,40,10,15,10,5,20,0,0,0,0,0,Never,No,,,,,,,,,,,,,STEM
